MON,DISTRIBUTOR_FTS_ID,DISTRIBUTOR_NAME,INVOICE_COUNT,PRICE_SUM,SUM_INVOICE_TOTAL
1,13479,"YOUNG'S MARKET COMPANY OF CA, LLC DBA RNDC CA",1598,-34828.03,4331511.18
1,71,"KOZOL BROTHERS, INC.",3084,-40360,4185673.93
1,5002,CRESCENT CROWN DISTRIBUTING - AZ,7037,-345268.1,4147114.29
1,1250,WAYNE DENSCH - SANFORD,2618,-57660,3924296.99
1,27386,SOUTHERN GLAZER'S WINE & SPIRITS OF MN,3412,21345.14,3901470.52
1,60923,GLAZER'S BEER & BEVERAGE - TEXAS,6015,-276342.31,3633354.55
1,72244,ORIGLIO BEVERAGE,2896,255926.91,3488650.56
1,141,HEIDELBERG DIST. - CLEVELAND,3710,22158.83,3417896.25
1,125,SUPERIOR BEVERAGE GROUP - GLENWILLOW,5625,-35843.66,3335996.21
1,508,SOUTHERN GLAZER'S WINE & SPIRITS OF FL,5205,27979.18,3269733.33
1,4884,"LOUIS GLUNZ BEER, INC.",3998,8595.82,3128271.65
1,16130,SOUTHERN GLAZER'S WINE & SPIRITS OF S. CA,1488,2425.15,3028816.72
1,19,"BERNIE LITTLE DISTRIBUTORS, INC.",1887,-56593.26,2880382.43
1,24188,ALLIANCE BEVERAGE DBA BREAKTHRU BEVERAGE ARIZONA,3798,13751.35,2822820.25
1,23,PEPIN DISTRIBUTING COMPANY,3721,-170940,2708852.73
1,76691,BANKO BEVERAGE,2238,19723.93,2342273.77
1,25924,YOUNG'S MARKET COMPANY OF WASHINGTON DBA RNDC WA,1664,64746.41,2216365.58
1,148,HENSLEY & COMPANY - PHOENIX,5308,-312695.72,2191257.39
1,1248,HAYES BEER DISTRIBUTING,1309,29419.9,2180608.22
1,6744,KOERNER DISTRIBUTING,3559,-4804.05,2162921.06
1,8613,ANDREWS DISTRIBUTING OF NORTH TX - DALLAS,3659,-474035.17,2029036.7
1,41,"SKEFF DISTRIBUTING CO., INC.",1843,-7792.4,2013528.71
1,7726,PHILLIPS WINE & SPIRITS - ST. PAUL,2117,24040.34,2006211.98
1,6871,JJ TAYLOR - MINNESOTA,1323,2621.41,2000540.66
1,14055,HEART OF AMERICA BEVERAGE,2433,-42788.47,1932262.28
1,15542,BEST BRANDS INCORPORATED,3003,95224.55,1918442.08
1,42541,"GOLD COAST BEVERAGE, LLC",2091,-340369.7,1889425.23
1,16920,"WINEBOW, INC.",2502,7706.54,1881634.16
1,29,"BROWN DISTRIBUTING CO., INC. VA",1070,-411.51,1879874.93
1,9697,QUALITY WINE & SPIRITS - GA,4124,-5536.41,1850540.36
1,57167,MOUNTAIN BEVERAGE COMPANY,1981,-2086.02,1804155.66
1,16131,SOUTHERN GLAZER'S WINE & SPIRITS OF N. CA,961,281.86,1787271.47
1,74515,"WILSBACH DISTRIBUTORS, INC",1503,67394.87,1734487.23
1,64642,MITCHELL BEVERAGE GULF COAST LLC,1025,64738.43,1719826.38
1,21692,SAN ANTONIO WINERY,1099,13883.7,1700580.9
1,8152,AJAX TURNER,4933,-165173.96,1646280.84
1,111051,SILVER EAGLE DISTRIBUTORS HOUSTON LLC,3458,-599982.79,1626665.82
1,12759,SCHILLING DISTRIBUTING,2162,-47039.7,1624248.26
1,6969,CHRIS YAHNIS CORP,1548,1358.61,1621475.13
1,42994,BEVERAGE DISTRIBUTORS COMPANY DBA BREAKTHRU BEV,3103,-35590,1612242.38
1,10043,"NDC SYSTEMS, LP",1105,31507.94,1602965.1
1,78448,L.T. VERRASTRO INC.,1408,37270.53,1507111.9
1,12768,"A & B DISTRIBUTING, INC.",1054,51521.95,1504390.07
1,33461,REPUBLIC NATIONAL DIST - NORTH DAKOTA,1498,49323.51,1492795.74
1,70999,"MULLER, INC.",1729,34204.56,1455788.73
1,15879,"DAHLHEIMER BEVERAGE, LLC",645,-40046.05,1453603.7
1,8049,VINTAGE WINE DIST. - OH,2387,20064.42,1394377.2
1,11082,SOUTHERN GLAZER'S WINE & SPIRITS OF KY,1634,11220.86,1340620.49
1,7138,EARL SMITH DISTRIBUTING - PORT HURON,1415,-17493.1,1317235.64
1,17426,REPUBLIC NATIONAL DIST - SIOUX FALLS,1646,51030.98,1315005.82
1,61161,"INCO BEVERAGE, INC.",1529,27525.74,1293980.18
1,1334,KLOSS DISTRIBUTING,966,4745,1290689.03
1,569,"SOUTHERN EAGLE DISTRIBUTING, INC.",1319,-90918,1285040.64
1,6899,REPUBLIC NATIONAL DIST - TAMPA,3346,13372.37,1278210.86
1,16786,"WILSON-MCGINLEY, INC.",1629,-259.24,1267341.27
1,71877,DURDACH BROS. INC.,1108,30418.27,1266519.99
1,8973,BLUE RIBBON PRODUCTS CO.,1396,2812.11,1253279.9
1,15741,CENTRAL CITY LIQUORS (SS),2060,11331.44,1232624.99
1,438,"O & W, INCORPORATED",1810,-460206.9,1217876.29
1,31519,CONFLUENCE BREWING COMPANY,2111,2779,1203668.4
1,103363,GWD ACQUISITION INC. DBA ALLEGHENY BEVERAGE CO.,1257,23873.51,1189205.98
1,67983,BREWERY PRODUCTS,1247,22986.25,1185872.76
1,21140,HIGH COUNTRY BEVERAGE CORP.,1604,-44992.3,1181233.52
1,4082,"BROWN DISTRIBUTING CO., INC. TX",2507,-188050,1144477.05
1,143532,"MONARCH DISTRIBUTING, LLC",1929,-203054.53,1139411.78
1,14826,BREAKTHRU BEVERAGE BELLEVILLE,1141,4420,1132683.26
1,43786,NEVADA BEVERAGE COMPANY,1331,-41959.52,1123853.26
1,6804,PREMIER BEVERAGE CO.DBA BREAKTHRU BEVERAGE FLORIDA,2976,21650,1115266.47
1,103026,INCO BEVERAGE INC. OF GREENSBURG,1243,22989.34,1101182.91
1,518,CITY BEVERAGES - ORLANDO,1958,-134117.97,1089878.38
1,35272,COLUMBUS BREWING COMPANY,63,1319.98,1089508.12
1,85,"MULLARKEY DISTRIBUTING, INC.",972,6969.98,1079690
1,12584,"JOHNSON BROTHERS OF NEBRASKA, LLC",945,12771.9,1070104.92
1,6901,REPUBLIC NATIONAL DIST - DEERFIELD BCH.,2978,12359.55,1055079.27
1,19950,FLORIDA DISTRIBUTION COMPANY LLC,1427,-216142.26,1054496
1,12750,"DOLL DISTRIBUTING, LLC - DES MOINES",1993,-88272,1041893.98
1,14565,REPUBLIC NATIONAL DIST - CO,3062,16615.76,1035280.34
1,26664,"ADAMS BEVERAGES OF NC, LLC",2454,-200556.75,1030648.96
1,12225,JOHNSON BROTHERS - NORTH DAKOTA,793,39487.01,1030567.43
1,17027,SOUTHERN GLAZER'S WINE & SPIRITS OF CO,1440,8066.84,1004373.45
1,25119,"MILTON'S DISTRIBUTING CO., INC - MA",157,2124,955032.28
1,27090,CROWN BEVERAGES LLC DBA SOUTHERN EAGLE,2091,-28150,954486.08
1,94280,SHANGY'S THE BEER AUTHORITY,928,-7480.37,939839.68
1,9879,"RJ DISTRIBUTING, INC.",1161,-520,939570.8
1,459,EASTOWN DISTRIBUTORS COMPANY,785,-21358.5,930395.3
1,560,"SILVER EAGLE BEVERAGES, LLC",1971,-257824.38,919779.75
1,12440,HAYES BEER DIST - ROCKFORD,787,1973,892397.64
1,8720,CLARK BEVERAGE,1770,46430.73,886707.98
1,14971,"FINLEY DISTRIBUTING CO., LLC",694,-53680.5,866711.57
1,7577,"CHAMPION BRANDS, INC.",2539,-55915.36,866088.58
1,17345,GALLO WINE COMPANY,232,-265.16,844275.76
1,1256,"SCHAMBERGER BROS., INC.",1626,-10467.49,823197.15
1,17613,SOUTHERN GLAZER'S WINE & SPIRITS OF NV,2052,-2349.95,822453.86
1,1384,"CHAS. HERDRICH & SON, INC.",574,1275.77,822194.42
1,143164,REYES COCA-COLA BOTTLING (GC),981,19229.3,816869.58
1,6968,CHRIS YAHNIS COASTAL,1590,-32129.35,814836.01
1,15273,MITCHELL DISTRIBUTING - COLUMBUS,499,32651.25,806852.67
1,7579,CRAWFORD SALES COMPANY,1641,-29081.55,801585.01
1,5,"BROWN DISTRIBUTING CO., INC. FL",1571,-196649.5,793202.51
1,14998,COLUMBIA DIST KENT WA,1598,-140210.58,790769.29
1,8076,BIRMINGHAM BUDWEISER DISTRIBUTING,858,-49705,788844.74
1,58001,SOUTHERN GLAZER'S WINE & SPIRITS OF ND,854,21363.17,781743.46
1,8413,"LEWIS BEAR CO., THE",1380,-120937.62,774433.8
1,7432,ATLANTA BEVERAGE,1506,-103687.75,760808.59
1,22488,ANHEUSER-BUSCH SALES OF OKLAHOMA,1132,-36598.54,747603.73
1,17148,DONNEWALD DISTRIBUTING,564,1486.6,739315.74
1,37,"STERN BEVERAGE, INC.",503,4222.7,736974.77
1,27099,TRI-EAGLE SALES,1268,-20959.75,736610.66
1,1335,ELGIN BEVERAGE COMPANY,811,-1464.2,727555.02
1,73841,MID-STATE BEVERAGE,1050,18177.94,726586.28
1,12223,JOHNSON BROTHERS - SOUTH DAKOTA,857,28630.7,722129.09
1,9681,GOLDRING GULF DISTRIBUTING,1158,-67391,717658.2
1,8,"GOLD COAST EAGLE DISTRIBUTING, INC. - SARASOTA",1434,-149910,701236.24
1,25919,"CAVALIER SPIRITS, LLC DBA CAVALIER DISTRIBUTING FL",1399,-88170.38,684630.86
1,1927,BETTER BRANDS,772,-59700,675328.94
1,13558,BRONKEN'S DIST.,1064,-18094,671161.38
1,48874,W R HICKEY BEER DIST INC.,697,24601.99,662834.93
1,13264,"MAVERICK WINE COMPANY, LLC - IL",963,2385.52,662795.39
1,3942,"HOUSE OF SCHWAN, INC.",1329,-18463.71,661948.22
1,40940,CAPITOL WRIGHT DISTRIBUTING LLC,1338,-223500.5,660313.2
1,21110,"BHD, LLC",860,-14645.04,641536.69
1,7211,R.H. BARRINGER DISTRIBUTING CO.,1578,-162625,639173.7
1,130,"MID AMERICA BEVERAGE, INC.",1136,-22373.29,638595
1,7433,EAGLE ROCK - NORCROSS,1211,-105064.42,635272.99
1,27,PREMIUM DISTRIBUTORS OF VADBA CHESBAY DISTRIBUTING,1616,-150984.25,634670.78
1,7179,COASTAL BEVERAGE CO. - WILMINGTON,1872,-114754,628161.45
1,138131,SUNCOAST BEVERAGE CO. - NAPLES,791,-44730,618877.01
1,12367,REPUBLIC NATIONAL DIST - GRAND PRAIRIE,345,418,616601.36
1,10241,CHEROKEE DISTRIBUTING,1295,-205870,602460.53
1,7681,NATIONAL DISTRIBUTING CO. - ATLANTA,536,5743.86,601361.44
1,16176,GALLO SALES COMPANY,90,372.89,599960.27
1,12815,BELLBOY CORPORATION,757,9463.68,584522.88
1,14314,L & F DISTRIBUTORS - EL PASO,1048,-73800,580203.24
1,127,LAMONICA BEVERAGES,463,-197,577869.09
1,77019,"NORTHEAST EAGLE DISTRIBUTORS, INC.",896,14653.96,574978.79
1,15859,TRISTAR BEVERAGE,1022,-97698.21,574922
1,9992,NORTHERN BEVERAGE DIST.,674,-8332,558500.16
1,7086,UNITED DISTRIBUTORS - ATLANTA,1544,-167722,554488.43
1,455,"RIVER CITY DISTRIBUTING, INC. - KY",1734,-33264.35,549482.81
1,24249,ALABAMA CROWN - ALABASTER,963,4960.62,547787.38
1,66596,VON'S UNITED BEVERAGE,514,11724.26,546264.96
1,13013,REPUBLIC BEVERAGE - KENTUCKY,303,1505,535823.72
1,2222,DEL PAPA DISTRIBUTING COMPANY,737,-89450,531621.76
1,13,"S.R. PERROTT, INC.",1436,-54483.6,500316.65
1,13341,JOHNSON BROTHERS - HONOLULU,458,1681.32,498212.26
1,49,STEPHENS DISTRIBUTING CO.,721,-75320,497963.5
1,58000,SOUTHERN GLAZER'S WINE & SPIRITS OF SD,1014,10404.08,487218.24
1,467,"C. C. CLARK, INC.",933,-795.62,484734.48
1,16880,"MISSOURI EAGLE, LLC JOPLIN",437,1268,483932.72
1,11701,"CAPITOL BEVERAGE SALES, L.P.",783,-45062,483133.55
1,14229,MITCHELL DELTA DISTRIBUTING,246,25060.81,483092.81
1,32340,"BRENTWOOD D & F, INC.",1013,-6809.09,482108.75
1,324,"INDIANA BEVERAGE, INC.",826,-97749.62,478410.75
1,42848,"BREAKTHRU BEVERAGE WISCONSIN METRO-MILWAUKEE, LLC",851,1194.14,472649.73
1,462,"TYLER SALES CO., INC.",353,-16022.4,471593.22
1,8121,TRYON DISTRIBUTING CO.,1579,-26035.82,467077.55
1,6684,DET DISTRIBUTING,1298,-147586.11,464710.77
1,17420,KOZOL BROS. SOUTH,630,-844.25,461338.33
1,24580,DRAGOON BREWING COMPANY,30,19440,460418
1,6685,FISHER59 - DENTON,693,-75160,452932.28
1,5483,"PREMIUM BEVERAGE SUPPLY, LTD.",1591,-31599.3,452470.01
1,32511,BEVERAGE WHOLESALERS,247,102,449667.68
1,11468,EAGLE DISTRIBUTING CO. - TN,1002,-136316,443674.16
1,63233,"BEER CAPITOL DISTRIBUTING, LLC",907,-54900.42,442027.09
1,102318,"SAZERAC COMPANY, INC.",7,1409,439306.05
1,6604,IMPERIAL BEVERAGE CO. - ELITE BRANDS,2323,-245017.54,438082.4
1,117635,SIERRA NEVADA BREWING CO.,466,45530.69,436990.88
1,55,BAUMGARTEN DISTRIBUTING - BEER,488,2435.05,434181.9
1,57,SUPERIOR BEVERAGE GROUP - COLUMBUS,1528,-89207.84,427985.38
1,8137,OLYMPIC EAGLE CITY BEVERAGES,792,-32021.22,425436.05
1,12733,ADVINTAGE DISTRIBUTING SOUTH CAROLINA,1007,-2550,423206.42
1,15595,"AMOSKEAG BEVERAGES, LLC",1276,-80099.94,418011.99
1,13017,VIRGINIA EAGLE DIST. CO.,1328,-88382.39,417538.72
1,7,SUNCOAST BEVERAGE CO. - FT. MYERS,550,-43670.09,412086.83
1,11312,RINELLA COMPANY,274,-212.04,406047.02
1,73777,"EDWIN H. KLECKNER, INC.",642,11929.05,395337.43
1,17739,SOUTHERN GLAZER'S WINE & SPIRITS OF NM,364,1408,391308.78
1,13223,"PIKE DISTRIBUTORS, INC.",484,-49603.2,390943.68
1,9048,"BREAKTHRU BEVERAGE MINNESOTA BEER, LLC",2110,-2100.25,390300.6
1,6444,JOHNSON BROTHERS OF NC DBA MUTUAL DIST OF NC,827,2072.66,390166.91
1,1928,"NORTH FLORIDA SALES COMPANY, INC.",896,-69570,387798.89
1,12800,LIPMAN BROTHERS 01,1751,2145.42,387709.71
1,7982,ANHEUSER-BUSCH SALES OF TULSA,421,-15510,386668.36
1,1246,BUD OF GREENVILLE,684,-63400,386596.27
1,42592,"OHIO EAGLE DISTRIBUTING, LLC",742,-69840,382576.41
1,14023,SOUTHERN EAGLE DISTRIBUTING LLC - GA,766,-8570,368003.79
1,42613,"BREAKTHRU BEVERAGE NEVADA, LLC",532,-431.94,365116.78
1,13587,"MITCHELL DISTRIBUTING CO., INC.",214,17570.86,353644.08
1,8650,"ATG DISTRIBUTION, INC",445,-23525,345665.57
1,7526,"COLLEGE CITY BEVERAGE, INC.",277,-14445,341932.13
1,13307,"GREAT PLAINS DISTRIBUTORS, LP",496,-25784.39,340936.62
1,16993,WIL FISCHER DISTRIBUTING,311,-5937,340242.89
1,65201,UNIVERSAL PROJECTS INC DBA ACE DISTRIBUTING,598,-16436.51,339648.83
1,40186,"CITY BEVERAGE OF ALTOONA, INC.",688,17972.07,339356.07
1,14999,COLUMBIA DIST OREGON,906,-62028.8,337010.91
1,56,COLUMBUS DISTRIBUTING CO.,1173,-63530,330821.39
1,44218,COORS DISTRIBUTING COMPANY,927,-85112.18,330178.51
1,74332,"RESORT BEVERAGE CO., INC.",477,7642.55,330177.85
1,42644,"BREAKTHRU BEVERAGE NEVADA RENO, LLC",419,-550.66,330026.08
1,144834,GULF DISTRIBUTING COMPANY OF ALABAMA LLC,853,-54942.6,329357.26
1,10967,"CASA BRUNO, LLC",637,348485.75,328273.9
1,42612,"BREAKTHRU BEVERAGE NEVADA BEER, LLC",1182,-59591.04,325576.82
1,10000,HARBOR DIST - CA DBA GATE CITY/ALLIED/HIGH DESERT,884,-106459.09,323907.2
1,21549,"QUALITY BRANDS OF OMAHA, LLC",628,-32070,321472.13
1,14,"CONE DISTRIBUTING, INC.",823,-59677.32,318942.61
1,12858,SOUTHERN EAGLE SALES & SERVICE,1015,-8705.08,318866.29
1,50515,ONONDAGA BEVERAGE,380,-10433.58,312173.71
1,5942,ALABEV (D),1015,-41549.5,307842.27
1,44053,NITTANY BEVERAGE,651,20153.93,307284.87
1,38546,SAVANNAH DISTRIBUTING - ATLANTA,819,-56225.18,306425.76
1,17658,"MANHATTAN BEER DISTRIBUTORS, LLC",242,-1011.5,305967.82
1,28849,"ALLIANCE BEVERAGE DISTRIBUTING, LLC - MI",3589,-758393.2,304970.69
1,12472,ROBERT CHICK FRITZ,437,-16475,303846.7
1,8188,ODOM CORPORATION,324,-29280.48,303505.6
1,10772,"MOCKLER BEVERAGE COMPANY, A LIMITED PARTNERSHIP",460,-26940.43,302223.71
1,7725,WINE MERCHANTS - ST. PAUL,673,3553.11,297460.13
1,1392,ZINK DISTRIBUTING,816,-53850,296969.9
1,20119,UNITED BEVERAGE MASON CITY,271,-1449.81,295401.37
1,10602,GULF DISTRIBUTING COMPANY OF MOBILE LLC,844,-52053.53,288490.28
1,1143,CANYON DISTRIBUTING COMPANY,527,-35890,288390.85
1,18318,"BIG HORN BEVERAGE, CO.",366,-9896.27,286762.97
1,8803,ACTION WINE & SPIRITS USA,64,-23.05,286750.57
1,37470,"GALLI BEER DIST. CO., INC.",771,6798.71,285379.55
1,121239,WESTERN BEVERAGE DBA DOUBLE EAGLE DISTRIBUTING,913,-58049.2,285289.7
1,17259,"CAPITAL EAGLE, INC",243,-5610,285258.21
1,64454,GLAZER'S BEER & BEVERAGE - AR,829,-51568,275652.57
1,17556,"GOETTLER DISTRIBUTING, INC.",477,3984.84,274586.97
1,86303,KIRCHNER BEVERAGE,355,13382.82,269512.22
1,11266,"O'MALLEY BEVERAGE OF KANSAS, INC.",391,-5506.64,268568.7
1,71900,ERIE BEER COMPANY,241,1322.8,268496.43
1,13978,REPUBLIC NATIONAL DIST - COLUMBIA,251,-18339.61,266704.74
1,12993,"SCHOTT DISTRIBUTING CO., INC.",209,195.7,265392.79
1,8260,RM BEVERAGE OR DBA MALETIS BEVERAGE,1194,-45754.98,265204.49
1,251,"HOUSE OF LA ROSE, INC.",885,-38490,263229.75
1,8183,BUCK DISTRIBUTING,324,-14790,257718.17
1,14757,BUDWEISER DIST CO. - AMARILLO,452,-32315.12,256498.79
1,16285,D & V DISTRIBUTING CO.,448,448,254854.65
1,8294,PAUSTIS WINE,543,4564,253686.11
1,55294,EMPIRE MERCHANTS NORTH LLC,380,4611.92,253625.72
1,18343,YOUNG'S MARKET COMPANY OF HAWAII DBA RNDC HI,242,674,250990.06
1,41682,"EMPIRE MERCHANTS, LLC",239,3142.5,250911.03
1,17610,CROWN DISTRIBUTING CO. OF ABERDEEN,125,-6321.92,248521.22
1,10704,EAGLE DISTRIBUTING OF SHREVEPORT,420,-7080.11,246799.92
1,12676,REED BEVERAGE INC,436,-21930,245756.36
1,123284,MILTON'S BEER DISTRIBUTING - NY,132,7665.6,238746.13
1,12309,"SOUTHWEST DISTRIBUTORS, INC.-SUMMIT",197,16469.82,238655.64
1,78552,STOCKERTOWN BEVERAGE,553,10246.7,236050.83
1,8670,GOLDEN EAGLE OF ARKANSAS,473,-37533.45,235987.12
1,15140,"PREMIUM BRANDS OF NORTHWEST ARKANSAS, INC.",532,-24900,233014.98
1,13584,POINT BLANK DISTRIBUTING,709,-50620.32,232525.64
1,22455,THE WINE COMPANY,453,3825.69,230004.3
1,13879,KREY DISTRIBUTING COMPANY,359,-32883.5,228826.74
1,121509,KEG 1 COLORADO LLC,696,-58050,228219.76
1,17598,CAROLINA PREMIUM BEVERAGE,692,-72534.84,226344.07
1,11031,SKYLAND DISTRIBUTING,595,-46240.2,225731.85
1,76812,BANKO NORTH,474,4911.92,225372.43
1,82711,NW BEVERAGES,507,-32414.79,225020.87
1,8331,L & F DISTRIBUTORS - MCALLEN,398,-33030,224612.3
1,16825,MDL WINE & SPIRITS,214,15687.5,224187.66
1,45813,FRANK BEER DISTRIBUTORS,559,-38508.87,223657.26
1,72240,31ST AND WHARTON,328,17409.23,222527.66
1,8288,HOFFMAN BEVERAGE,519,-48300,222390.81
1,8299,REPUBLIC NATIONAL DIST - JESSUP,26,28658.32,222298.09
1,25132,EAGLE BRANDS SALES,1851,-112438.53,221589.95
1,9318,LEON FARMER & CO. - ATHENS,512,-53345.38,219202.19
1,6246,III COUNTIES DIST. DBA SOUTHERN AZ,224,-6868.57,219167.98
1,78877,KRAMER BEVERAGE COMPANY,238,-23250,219037.8
1,12312,"SHOALS DISTRIBUTING, INC.",278,-7867.5,215238.3
1,11445,"BEVERAGE SOUTH OF AIKEN, LLC",636,-23041.16,214744.51
1,7804,BONBRIGHT DISTRIBUTORS,677,-42678.2,210541.23
1,7594,"LDF SALES & DISTRIBUTING, INC.",628,-38350.39,210435.66
1,37425,"D & D BEVERAGE, LLC",239,-12026.63,209479.06
1,63,DELMAR DISTRIBUTING,1137,-19850,208976.18
1,103201,BLOCK 15 BREWING,328,3173.86,207935.01
1,12435,GOLDEN EAGLE DISTRIBUTING - IL,316,-1137,207549.3
1,65120,SUNSHINE STATE DISTRIBUTING,368,-27065,206556.33
1,8112,TURNER BEVERAGE COMPANY,478,-28724,206471.58
1,40968,EAGLE DISTRIBUTING - MEMPHIS,455,-52819.52,205818.12
1,9854,GEORGIA CROWN DIST CO - MCDONOUGH,617,-682.12,205488.24
1,17048,MARKSTEIN BEVERAGE CO. OF SACRAMENTO,350,-20167.97,204967.89
1,150,ROMER BEVERAGE COMPANY,364,-19890,204035.34
1,17034,SOUTHERN GLAZER'S WINE & SPIRITS OF HI,320,698.5,203757.48
1,7637,FORT DODGE DIST. CO.,319,-3549.12,201819.62
1,13754,"STANDARD SALES CO., INC. - ODESSA",303,-37030,201658.05
1,5322,"LONG BEVERAGE, INC.",626,-76000,200123.39
1,15860,BURRIS LIQUOR STORE INC.,386,265.01,198166.23
1,113146,BROTHERS DISTRIBUTION (GC),584,3115.95,197306.02
1,11816,"HENRY J. LEE DISTRIBUTORS, LLC",510,-64152.52,197304.57
1,110615,SENECA BEVERAGE CORP,101,-1363.8,196220.5
1,117276,RED BULL DISTRIBUTION COMPANY (GC),526,5938.55,194319.39
1,14389,GREAT LAKES WINE & SPIRITS - GENERAL WINE,2158,-26375,192572.56
1,8328,L & F DISTRIBUTORS - CORPUS,390,-43360,191572.03
1,11850,CENTRAL STATES BEVERAGE COMPANY,717,-64277.33,191372.03
1,17159,VENEGONI DISTRIBUTING INC.,186,114,190607.57
1,7970,LUKAS LIQUOR SUPERSTORE,155,-558.35,189666.86
1,17105,"STRAUB DISTRIBUTING CO., LTD.",577,-43005.86,187493.07
1,13344,JOHNSON BROTHERS - KONA,157,663.3,186448.59
1,11858,BUDWEISER OF ASHEVILLE,305,-19815.12,185608.97
1,15506,"SPECIALTY BEVERAGE, LLC",747,-54030,184833.29
1,7278,FARRELL DISTRIBUTING COMPANY,446,-27335.99,184533.63
1,72564,BEVERAGE DISTRIBUTION INC.,348,4326.87,182306.79
1,26528,ROMER BEVERAGE OF YUMA LLC,353,-26220,182262.38
1,27234,FURRER BEVERAGE CO. INC.,293,11493.03,181955.83
1,565,BUD OF COLUMBIA,448,-26243.12,180333.29
1,10138,"HOHENSTEINS, INC.",682,-25686.55,180050.21
1,100,HEIDELBERG DIST. - DAYTON,682,-36181.84,179629.97
1,10642,"HOP & WINE BEVERAGE, LLC",440,-25740,177863.74
1,43964,FIRETRUCKER LLC DBA FIRETRUCKER BREWERY,29,-711.6,176550.94
1,7976,"RED OAK BREWERY, LLC",1403,-2001,175631.5
1,44502,JEROME DISTRIBUTING INC - BISMARCK,64,-1890,175519.09
1,131,UNITED BEVERAGE CO. - IN,440,-24048.5,175435.45
1,13456,PINE STATE BEVERAGE CO.,308,-5733.94,175127.32
1,95062,TARPON RIVER BREWING,66,1550,174994
1,12319,"GEO. A. MUELLER BEER CO., INC.",237,206,174954.17
1,18935,"CRYSTAL SPRINGS SPIRITS, LLC",111,0,174502.12
1,73402,DEBLASIO BEVERAGE COMPANY,129,-915,173221.5
1,10186,TONY K'S / A.C. CUT RATE WHOLESALE,182,247.76,171957.69
1,107,BEVERAGE DISTRIBUTORS - OH,618,-21780,171703.5
1,17033,CROWN DISTRIBUTORS LLC,458,-18680,171437.91
1,17818,"7G DISTRIBUTING, LLC",287,-21499.05,170840.92
1,7066,KING BEVERAGE INC.,149,-12953.77,169816.39
1,68347,CRESCENT BEER DISTRIBUTOR INC.,181,9882.08,168928.05
1,30260,BOUNTY BEV (HAND FAMILY),719,-43621.93,168569.97
1,1546,"IOWA BEVERAGE SYSTEMS, INC.",619,-43270.26,167967.94
1,10099,PREMIER MIDWEST BEVERAGE,384,-3456,165744.09
1,101,HEIDELBERG DIST. - TOLEDO,393,-14309.51,164521.47
1,16646,LEE BEVERAGE OF WISCONSIN - OSHKOSH,837,-19484,164203.63
1,86853,BEVERAGE WAREHOUSE - PA,225,-412,163481.65
